frame.time_epoch,ip.src,ip.dst,udp.srcport,udp.dstport,udp.length,coap.code,coap.type,coap.mid,coap.token,coap.opt.uri_path_recon,,,,,frame.xtime
1552500074,192.168.10.107,192.168.10.106,5683,44285,12,0,2,34477,,,,,,,1552500020
1552500075,192.168.10.107,192.168.10.106,5683,44285,12,0,2,34477,,,,,,,1552500020
1552500077,192.168.10.106,192.168.10.107,60434,5683,12,69,0,29622,,,,,,,1552500022
1552500077,192.168.10.106,192.168.10.107,60434,5683,12,69,0,29622,,,,,,,1552500022
1552500080,192.168.10.106,192.168.10.107,57742,5683,12,69,0,61667,,,,,,,1552500024
1552500080,192.168.10.106,192.168.10.107,57742,5683,12,69,0,61667,,,,,,,1552500024
1552500082,192.168.10.106,192.168.10.107,41022,5683,12,69,0,43343,,,,,,,1552500026
1552500082,192.168.10.106,192.168.10.107,41022,5683,12,69,0,43343,,,,,,,1552500026
1552500085,192.168.10.106,192.168.10.107,43812,5683,12,69,0,2715,,,,,,,1552500028
1552500085,192.168.10.106,192.168.10.107,43812,5683,12,69,0,2715,,,,,,,1552500028
1552500087,192.168.10.106,192.168.10.107,55300,5683,12,69,0,36596,,,,,,,1552500030
1552500087,192.168.10.106,192.168.10.107,55300,5683,12,69,0,36596,,,,,,,1552500030
1552500090,192.168.10.106,192.168.10.107,54804,5683,12,69,0,13253,,,,,,,1552500032
1552500090,192.168.10.106,192.168.10.107,54804,5683,12,69,0,13253,,,,,,,1552500032
1552500092,192.168.10.106,192.168.10.107,56594,5683,12,69,0,18295,,,,,,,1552500034
1552500093,192.168.10.106,192.168.10.107,56594,5683,12,69,0,18295,,,,,,,1552500034
1552500095,192.168.10.106,192.168.10.107,60766,5683,12,69,0,8993,,,,,,,1552500036
1552500095,192.168.10.106,192.168.10.107,60766,5683,12,69,0,8993,,,,,,,1552500036
1552500097,192.168.10.106,192.168.10.107,48558,5683,12,69,0,47372,,,,,,,1552500038
1552500097,192.168.10.106,192.168.10.107,48558,5683,12,69,0,47372,,,,,,,1552500038
1552500100,192.168.10.106,192.168.10.107,34742,5683,12,69,0,26586,,,,,,,1552500040
1552500100,192.168.10.106,192.168.10.107,34742,5683,12,69,0,26586,,,,,,,1552500040
1552500102,192.168.10.106,192.168.10.107,44202,5683,12,69,0,13530,,,,,,,1552500042
1552500102,192.168.10.106,192.168.10.107,44202,5683,12,69,0,13530,,,,,,,1552500042
1552500105,192.168.10.106,192.168.10.107,57483,5683,12,69,0,405,,,,,,,1552500044
1552500105,192.168.10.106,192.168.10.107,57483,5683,12,69,0,405,,,,,,,1552500044
1552500107,192.168.10.106,192.168.10.107,38063,5683,12,69,0,9191,,,,,,,1552500046
1552500107,192.168.10.106,192.168.10.107,38063,5683,12,69,0,9191,,,,,,,1552500046
1552500109,192.168.10.106,192.168.10.107,58128,5683,12,69,0,9554,,,,,,,1552500048
1552500110,192.168.10.106,192.168.10.107,58128,5683,12,69,0,9554,,,,,,,1552500048
1552500110,192.168.10.107,192.168.10.106,5683,58128,12,0,2,9554,,,,,,,1552500048
1552500110,192.168.10.107,192.168.10.106,5683,58128,12,0,2,9554,,,,,,,1552500048
1552500112,192.168.10.106,192.168.10.107,50573,5683,12,69,0,37018,,,,,,,1552500050
1552500112,192.168.10.106,192.168.10.107,50573,5683,12,69,0,37018,,,,,,,1552500050
1552500113,192.168.10.107,192.168.10.106,5683,50573,12,0,2,37018,,,,,,,1552500050
1552500113,192.168.10.107,192.168.10.106,5683,50573,12,0,2,37018,,,,,,,1552500050
1552500115,192.168.10.106,192.168.10.107,37008,5683,12,69,0,53030,,,,,,,1552500052
1552500115,192.168.10.106,192.168.10.107,37008,5683,12,69,0,53030,,,,,,,1552500052
1552500115,192.168.10.107,192.168.10.106,5683,37008,12,0,2,53030,,,,,,,1552500052
1552500115,192.168.10.107,192.168.10.106,5683,37008,12,0,2,53030,,,,,,,1552500052
1552500118,192.168.10.106,192.168.10.107,37795,5683,12,69,0,45779,,,,,,,1552500054
1552500118,192.168.10.106,192.168.10.107,37795,5683,12,69,0,45779,,,,,,,1552500054
1552500118,192.168.10.107,192.168.10.106,5683,37795,12,0,2,45779,,,,,,,1552500054
1552500118,192.168.10.107,192.168.10.106,5683,37795,12,0,2,45779,,,,,,,1552500054
1552500120,192.168.10.106,192.168.10.107,52241,5683,12,69,0,33383,,,,,,,1552500056
1552500121,192.168.10.106,192.168.10.107,52241,5683,12,69,0,33383,,,,,,,1552500056
1552500121,192.168.10.107,192.168.10.106,5683,52241,12,0,2,33383,,,,,,,1552500056
1552500121,192.168.10.107,192.168.10.106,5683,52241,12,0,2,33383,,,,,,,1552500056
1552500123,192.168.10.106,192.168.10.107,39425,5683,12,69,0,35419,,,,,,,1552500058
1552500123,192.168.10.106,192.168.10.107,39425,5683,12,69,0,35419,,,,,,,1552500058
1552500123,192.168.10.107,192.168.10.106,5683,39425,12,0,2,35419,,,,,,,1552500058
1552500123,192.168.10.107,192.168.10.106,5683,39425,12,0,2,35419,,,,,,,1552500058
1552500124,192.168.10.107,192.168.10.106,55936,5683,36,3,0,3379,,/floor_1_light,,,,,1552500058
1552500124,192.168.10.107,192.168.10.106,55936,5683,36,3,0,3379,,/floor_1_light,,,,,1552500058
1552500125,192.168.10.106,192.168.10.107,5683,55936,12,68,2,3379,,,,,,,1552500059
1552500125,192.168.10.106,192.168.10.107,5683,55936,12,68,2,3379,,,,,,,1552500059
1552500125,192.168.10.106,192.168.10.107,33385,5683,12,69,0,22872,,,,,,,1552500059
1552500125,192.168.10.106,192.168.10.107,33385,5683,12,69,0,22872,,,,,,,1552500059
1552500125,192.168.10.107,192.168.10.106,5683,33385,12,0,2,22872,,,,,,,1552500059
1552500126,192.168.10.107,192.168.10.106,5683,33385,12,0,2,22872,,,,,,,1552500059
1552500128,192.168.10.107,192.168.10.106,38460,5683,38,3,0,22552,,/floor_1_light,,,,,1552500061
1552500128,192.168.10.107,192.168.10.106,38460,5683,38,3,0,22552,,/floor_1_light,,,,,1552500061
1552500128,192.168.10.106,192.168.10.107,5683,38460,12,68,2,22552,,,,,,,1552500061
1552500128,192.168.10.106,192.168.10.107,5683,38460,12,68,2,22552,,,,,,,1552500061
1552500128,192.168.10.106,192.168.10.107,41637,5683,12,69,0,61830,,,,,,,1552500061
1552500128,192.168.10.106,192.168.10.107,41637,5683,12,69,0,61830,,,,,,,1552500061
1552500129,192.168.10.107,192.168.10.106,5683,41637,12,0,2,61830,,,,,,,1552500061
1552500129,192.168.10.107,192.168.10.106,5683,41637,12,0,2,61830,,,,,,,1552500061
1552500131,192.168.10.106,192.168.10.107,52514,5683,12,69,0,64547,,,,,,,1552500063
1552500131,192.168.10.106,192.168.10.107,52514,5683,12,69,0,64547,,,,,,,1552500063
1552500131,192.168.10.107,192.168.10.106,5683,52514,12,0,2,64547,,,,,,,1552500063
1552500131,192.168.10.107,192.168.10.106,5683,52514,12,0,2,64547,,,,,,,1552500063
1552500133,192.168.10.106,192.168.10.107,55112,5683,12,69,0,33725,,,,,,,1552500065
1552500133,192.168.10.106,192.168.10.107,55112,5683,12,69,0,33725,,,,,,,1552500065
1552500134,192.168.10.107,192.168.10.106,5683,55112,12,0,2,33725,,,,,,,1552500065
1552500134,192.168.10.107,192.168.10.106,5683,55112,12,0,2,33725,,,,,,,1552500065
1552500136,192.168.10.106,192.168.10.107,41206,5683,12,69,0,44180,,,,,,,1552500067
1552500136,192.168.10.106,192.168.10.107,41206,5683,12,69,0,44180,,,,,,,1552500067
1552500136,192.168.10.107,192.168.10.106,5683,41206,12,0,2,44180,,,,,,,1552500067
1552500136,192.168.10.107,192.168.10.106,5683,41206,12,0,2,44180,,,,,,,1552500067
1552500138,192.168.10.106,192.168.10.107,34357,5683,12,69,0,20464,,,,,,,1552500069
1552500138,192.168.10.106,192.168.10.107,34357,5683,12,69,0,20464,,,,,,,1552500069
1552500139,192.168.10.107,192.168.10.106,5683,34357,12,0,2,20464,,,,,,,1552500069
1552500139,192.168.10.107,192.168.10.106,5683,34357,12,0,2,20464,,,,,,,1552500069
1552500141,192.168.10.106,192.168.10.107,48114,5683,12,69,0,33573,,,,,,,1552500071
1552500141,192.168.10.106,192.168.10.107,48114,5683,12,69,0,33573,,,,,,,1552500071
1552500141,192.168.10.107,192.168.10.106,5683,48114,12,0,2,33573,,,,,,,1552500071
1552500141,192.168.10.107,192.168.10.106,5683,48114,12,0,2,33573,,,,,,,1552500071
1552500143,192.168.10.106,192.168.10.107,33824,5683,12,69,0,55299,,,,,,,1552500073
1552500143,192.168.10.106,192.168.10.107,33824,5683,12,69,0,55299,,,,,,,1552500073
1552500143,192.168.10.107,192.168.10.106,5683,33824,12,0,2,55299,,,,,,,1552500073
1552500144,192.168.10.107,192.168.10.106,5683,33824,12,0,2,55299,,,,,,,1552500073
1552500146,192.168.10.106,192.168.10.107,57204,5683,12,69,0,49559,,,,,,,1552500075
1552500146,192.168.10.106,192.168.10.107,57204,5683,12,69,0,49559,,,,,,,1552500075
1552500146,192.168.10.107,192.168.10.106,5683,57204,12,0,2,49559,,,,,,,1552500075
1552500146,192.168.10.107,192.168.10.106,5683,57204,12,0,2,49559,,,,,,,1552500075
1552500148,192.168.10.106,192.168.10.107,43233,5683,12,69,0,37039,,,,,,,1552500077
1552500148,192.168.10.106,192.168.10.107,43233,5683,12,69,0,37039,,,,,,,1552500077
1552500148,192.168.10.107,192.168.10.106,5683,43233,12,0,2,37039,,,,,,,1552500077
1552500148,192.168.10.107,192.168.10.106,5683,43233,12,0,2,37039,,,,,,,1552500077
1552500149,192.168.10.107,192.168.10.106,49780,5683,37,3,0,6381,,/floor_1_light,,,,,1552500078
1552500150,192.168.10.107,192.168.10.106,49780,5683,37,3,0,6381,,/floor_1_light,,,,,1552500078
1552500150,192.168.10.106,192.168.10.107,5683,49780,12,68,2,6381,,,,,,,1552500078
1552500150,192.168.10.106,192.168.10.107,5683,49780,12,68,2,6381,,,,,,,1552500078
1552500150,192.168.10.106,192.168.10.107,51020,5683,12,69,0,39371,,,,,,,1552500078
1552500150,192.168.10.106,192.168.10.107,51020,5683,12,69,0,39371,,,,,,,1552500078
1552500150,192.168.10.107,192.168.10.106,5683,51020,12,0,2,39371,,,,,,,1552500078
1552500150,192.168.10.107,192.168.10.106,5683,51020,12,0,2,39371,,,,,,,1552500078
1552500152,192.168.10.107,192.168.10.106,50603,5683,38,3,0,15019,,/floor_1_light,,,,,1552500080
1552500152,192.168.10.107,192.168.10.106,50603,5683,38,3,0,15019,,/floor_1_light,,,,,1552500080
1552500152,192.168.10.106,192.168.10.107,5683,50603,12,68,2,15019,,,,,,,1552500080
1552500153,192.168.10.106,192.168.10.107,5683,50603,12,68,2,15019,,,,,,,1552500080
1552500153,192.168.10.106,192.168.10.107,53396,5683,12,69,0,24193,,,,,,,1552500080
1552500153,192.168.10.106,192.168.10.107,53396,5683,12,69,0,24193,,,,,,,1552500080
1552500153,192.168.10.107,192.168.10.106,5683,53396,12,0,2,24193,,,,,,,1552500080
1552500153,192.168.10.107,192.168.10.106,5683,53396,12,0,2,24193,,,,,,,1552500080
1552500155,192.168.10.106,192.168.10.107,48900,5683,12,69,0,53998,,,,,,,1552500082
1552500155,192.168.10.106,192.168.10.107,48900,5683,12,69,0,53998,,,,,,,1552500082
1552500155,192.168.10.107,192.168.10.106,5683,48900,12,0,2,53998,,,,,,,1552500082
1552500155,192.168.10.107,192.168.10.106,5683,48900,12,0,2,53998,,,,,,,1552500082
1552500157,192.168.10.106,192.168.10.107,35238,5683,12,69,0,54427,,,,,,,1552500084
1552500157,192.168.10.106,192.168.10.107,35238,5683,12,69,0,54427,,,,,,,1552500084
1552500158,192.168.10.107,192.168.10.106,5683,35238,12,0,2,54427,,,,,,,1552500084
1552500158,192.168.10.107,192.168.10.106,5683,35238,12,0,2,54427,,,,,,,1552500084
1552500158,192.168.10.107,192.168.10.106,59448,5683,37,3,0,39337,,/floor_1_light,,,,,1552500084
1552500158,192.168.10.107,192.168.10.106,59448,5683,37,3,0,39337,,/floor_1_light,,,,,1552500084
1552500159,192.168.10.106,192.168.10.107,5683,59448,12,68,2,39337,,,,,,,1552500085
1552500159,192.168.10.106,192.168.10.107,5683,59448,12,68,2,39337,,,,,,,1552500085
1552500159,192.168.10.106,192.168.10.107,45489,5683,12,69,0,65282,,,,,,,1552500085
1552500159,192.168.10.106,192.168.10.107,45489,5683,12,69,0,65282,,,,,,,1552500085
1552500159,192.168.10.107,192.168.10.106,5683,45489,12,0,2,65282,,,,,,,1552500085
1552500159,192.168.10.107,192.168.10.106,5683,45489,12,0,2,65282,,,,,,,1552500085
1552500161,192.168.10.106,192.168.10.107,38503,5683,12,69,0,534,,,,,,,1552500087
1552500161,192.168.10.106,192.168.10.107,38503,5683,12,69,0,534,,,,,,,1552500087
1552500162,192.168.10.107,192.168.10.106,5683,38503,12,0,2,534,,,,,,,1552500087
1552500162,192.168.10.107,192.168.10.106,5683,38503,12,0,2,534,,,,,,,1552500087
1552500164,192.168.10.106,192.168.10.107,49037,5683,12,69,0,33139,,,,,,,1552500089
1552500164,192.168.10.106,192.168.10.107,49037,5683,12,69,0,33139,,,,,,,1552500089
1552500164,192.168.10.107,192.168.10.106,5683,49037,12,0,2,33139,,,,,,,1552500089
1552500164,192.168.10.107,192.168.10.106,5683,49037,12,0,2,33139,,,,,,,1552500089
1552500166,192.168.10.106,192.168.10.107,40149,5683,12,69,0,19314,,,,,,,1552500091
1552500166,192.168.10.106,192.168.10.107,40149,5683,12,69,0,19314,,,,,,,1552500091
1552500166,192.168.10.107,192.168.10.106,5683,40149,12,0,2,19314,,,,,,,1552500091
1552500166,192.168.10.107,192.168.10.106,5683,40149,12,0,2,19314,,,,,,,1552500091
1552500168,192.168.10.106,192.168.10.107,54595,5683,12,69,0,65381,,,,,,,1552500093
1552500168,192.168.10.106,192.168.10.107,54595,5683,12,69,0,65381,,,,,,,1552500093
1552500169,192.168.10.107,192.168.10.106,5683,54595,12,0,2,65381,,,,,,,1552500093
1552500169,192.168.10.107,192.168.10.106,5683,54595,12,0,2,65381,,,,,,,1552500093
1552500169,192.168.10.107,192.168.10.106,52099,5683,38,3,0,31517,,/floor_1_light,,,,,1552500093
1552500169,192.168.10.107,192.168.10.106,52099,5683,38,3,0,31517,,/floor_1_light,,,,,1552500093
1552500170,192.168.10.106,192.168.10.107,5683,52099,12,68,2,31517,,,,,,,1552500094
1552500170,192.168.10.106,192.168.10.107,5683,52099,12,68,2,31517,,,,,,,1552500094
1552500170,192.168.10.106,192.168.10.107,43776,5683,12,69,0,36074,,,,,,,1552500094
1552500170,192.168.10.106,192.168.10.107,43776,5683,12,69,0,36074,,,,,,,1552500094
1552500170,192.168.10.107,192.168.10.106,5683,43776,12,0,2,36074,,,,,,,1552500094
1552500170,192.168.10.107,192.168.10.106,5683,43776,12,0,2,36074,,,,,,,1552500094
1552500172,192.168.10.106,192.168.10.107,57801,5683,12,69,0,23496,,,,,,,1552500096
1552500172,192.168.10.106,192.168.10.107,57801,5683,12,69,0,23496,,,,,,,1552500096
1552500172,192.168.10.107,192.168.10.106,5683,57801,12,0,2,23496,,,,,,,1552500096
1552500172,192.168.10.107,192.168.10.106,5683,57801,12,0,2,23496,,,,,,,1552500096
1552500175,192.168.10.107,192.168.10.106,37070,5683,37,3,0,4389,,/floor_1_light,,,,,1552500098
1552500175,192.168.10.107,192.168.10.106,37070,5683,37,3,0,4389,,/floor_1_light,,,,,1552500098
1552500175,192.168.10.106,192.168.10.107,5683,37070,12,68,2,4389,,,,,,,1552500098
1552500175,192.168.10.106,192.168.10.107,5683,37070,12,68,2,4389,,,,,,,1552500098
1552500175,192.168.10.106,192.168.10.107,40000,5683,12,69,0,19714,,,,,,,1552500098
1552500175,192.168.10.106,192.168.10.107,40000,5683,12,69,0,19714,,,,,,,1552500098
1552500175,192.168.10.107,192.168.10.106,5683,40000,12,0,2,19714,,,,,,,1552500098
1552500175,192.168.10.107,192.168.10.106,5683,40000,12,0,2,19714,,,,,,,1552500098
1552500177,192.168.10.106,192.168.10.107,35673,5683,12,69,0,5980,,,,,,,1552500100
1552500177,192.168.10.106,192.168.10.107,35673,5683,12,69,0,5980,,,,,,,1552500100
1552500177,192.168.10.107,192.168.10.106,5683,35673,12,0,2,5980,,,,,,,1552500100
1552500177,192.168.10.107,192.168.10.106,5683,35673,12,0,2,5980,,,,,,,1552500100
1552500179,192.168.10.106,192.168.10.107,58199,5683,12,69,0,42941,,,,,,,1552500102
1552500179,192.168.10.106,192.168.10.107,58199,5683,12,69,0,42941,,,,,,,1552500102
1552500180,192.168.10.107,192.168.10.106,5683,58199,12,0,2,42941,,,,,,,1552500102
1552500180,192.168.10.107,192.168.10.106,5683,58199,12,0,2,42941,,,,,,,1552500102
1552500180,192.168.10.107,192.168.10.106,36254,5683,38,3,0,5448,,/floor_1_light,,,,,1552500102
1552500180,192.168.10.107,192.168.10.106,36254,5683,38,3,0,5448,,/floor_1_light,,,,,1552500102
1552500181,192.168.10.106,192.168.10.107,5683,36254,12,68,2,5448,,,,,,,1552500103
1552500181,192.168.10.106,192.168.10.107,5683,36254,12,68,2,5448,,,,,,,1552500103
1552500181,192.168.10.106,192.168.10.107,46493,5683,12,69,0,62182,,,,,,,1552500103
1552500181,192.168.10.106,192.168.10.107,46493,5683,12,69,0,62182,,,,,,,1552500103
1552500181,192.168.10.107,192.168.10.106,5683,46493,12,0,2,62182,,,,,,,1552500103
1552500181,192.168.10.107,192.168.10.106,5683,46493,12,0,2,62182,,,,,,,1552500103
1552500183,192.168.10.106,192.168.10.107,42103,5683,12,69,0,11567,,,,,,,1552500105
1552500183,192.168.10.106,192.168.10.107,42103,5683,12,69,0,11567,,,,,,,1552500105
1552500183,192.168.10.107,192.168.10.106,5683,42103,12,0,2,11567,,,,,,,1552500105
1552500183,192.168.10.107,192.168.10.106,5683,42103,12,0,2,11567,,,,,,,1552500105
1552500185,192.168.10.106,192.168.10.107,41495,5683,12,69,0,38769,,,,,,,1552500107
1552500186,192.168.10.106,192.168.10.107,41495,5683,12,69,0,38769,,,,,,,1552500107
1552500186,192.168.10.107,192.168.10.106,5683,41495,12,0,2,38769,,,,,,,1552500107
1552500186,192.168.10.107,192.168.10.106,5683,41495,12,0,2,38769,,,,,,,1552500107
1552500188,192.168.10.106,192.168.10.107,33131,5683,12,69,0,1794,,,,,,,1552500109
1552500188,192.168.10.106,192.168.10.107,33131,5683,12,69,0,1794,,,,,,,1552500109
1552500188,192.168.10.107,192.168.10.106,5683,33131,12,0,2,1794,,,,,,,1552500109
1552500188,192.168.10.107,192.168.10.106,5683,33131,12,0,2,1794,,,,,,,1552500109
1552500190,192.168.10.106,192.168.10.107,33545,5683,12,69,0,53220,,,,,,,1552500111
1552500190,192.168.10.106,192.168.10.107,33545,5683,12,69,0,53220,,,,,,,1552500111
1552500190,192.168.10.107,192.168.10.106,5683,33545,12,0,2,53220,,,,,,,1552500111
1552500190,192.168.10.107,192.168.10.106,5683,33545,12,0,2,53220,,,,,,,1552500111
1552500192,192.168.10.106,192.168.10.107,34233,5683,12,69,0,53590,,,,,,,1552500113
1552500192,192.168.10.106,192.168.10.107,34233,5683,12,69,0,53590,,,,,,,1552500113
1552500192,192.168.10.107,192.168.10.106,5683,34233,12,0,2,53590,,,,,,,1552500113
1552500192,192.168.10.107,192.168.10.106,5683,34233,12,0,2,53590,,,,,,,1552500113
1552500193,192.168.10.107,192.168.10.106,37337,5683,37,3,0,48181,,/floor_1_light,,,,,1552500114
1552500193,192.168.10.107,192.168.10.106,37337,5683,37,3,0,48181,,/floor_1_light,,,,,1552500114
1552500194,192.168.10.106,192.168.10.107,5683,37337,12,68,2,48181,,,,,,,1552500114
1552500194,192.168.10.106,192.168.10.107,5683,37337,12,68,2,48181,,,,,,,1552500114
1552500194,192.168.10.106,192.168.10.107,52685,5683,12,69,0,8422,,,,,,,1552500114
1552500194,192.168.10.106,192.168.10.107,52685,5683,12,69,0,8422,,,,,,,1552500114
1552500194,192.168.10.107,192.168.10.106,5683,52685,12,0,2,8422,,,,,,,1552500114
1552500194,192.168.10.107,192.168.10.106,5683,52685,12,0,2,8422,,,,,,,1552500114
1552500195,192.168.10.107,192.168.10.106,57721,5683,38,3,0,34477,,/floor_1_light,,,,,1552500115
1552500195,192.168.10.107,192.168.10.106,57721,5683,38,3,0,34477,,/floor_1_light,,,,,1552500115
1552500195,192.168.10.106,192.168.10.107,5683,57721,12,68,2,34477,,,,,,,1552500115
1552500195,192.168.10.106,192.168.10.107,5683,57721,12,68,2,34477,,,,,,,1552500115
1552500195,192.168.10.106,192.168.10.107,33087,5683,12,69,0,60955,,,,,,,1552500115
1552500195,192.168.10.106,192.168.10.107,33087,5683,12,69,0,60955,,,,,,,1552500115
1552500195,192.168.10.107,192.168.10.106,5683,33087,12,0,2,60955,,,,,,,1552500115
1552500195,192.168.10.107,192.168.10.106,5683,33087,12,0,2,60955,,,,,,,1552500115
1552500196,192.168.10.107,192.168.10.106,37840,5683,37,3,0,46449,,/floor_1_light,,,,,1552500116
1552500196,192.168.10.107,192.168.10.106,37840,5683,37,3,0,46449,,/floor_1_light,,,,,1552500116
1552500196,192.168.10.106,192.168.10.107,5683,37840,12,68,2,46449,,,,,,,1552500116
1552500196,192.168.10.106,192.168.10.107,5683,37840,12,68,2,46449,,,,,,,1552500116
1552500197,192.168.10.106,192.168.10.107,47790,5683,12,69,0,26731,,,,,,,1552500116
1552500197,192.168.10.106,192.168.10.107,47790,5683,12,69,0,26731,,,,,,,1552500116
1552500197,192.168.10.107,192.168.10.106,5683,47790,12,0,2,26731,,,,,,,1552500116
1552500197,192.168.10.107,192.168.10.106,5683,47790,12,0,2,26731,,,,,,,1552500116
1552500199,192.168.10.106,192.168.10.107,55321,5683,12,69,0,53774,,,,,,,1552500118
1552500199,192.168.10.106,192.168.10.107,55321,5683,12,69,0,53774,,,,,,,1552500118
1552500199,192.168.10.107,192.168.10.106,5683,55321,12,0,2,53774,,,,,,,1552500118
1552500199,192.168.10.107,192.168.10.106,5683,55321,12,0,2,53774,,,,,,,1552500118
1552500201,192.168.10.106,192.168.10.107,37127,5683,12,69,0,43819,,,,,,,1552500120
1552500201,192.168.10.106,192.168.10.107,37127,5683,12,69,0,43819,,,,,,,1552500120
1552500201,192.168.10.107,192.168.10.106,5683,37127,12,0,2,43819,,,,,,,1552500120
1552500201,192.168.10.107,192.168.10.106,5683,37127,12,0,2,43819,,,,,,,1552500120
1552500203,192.168.10.106,192.168.10.107,36925,5683,12,69,0,2066,,,,,,,1552500122
1552500203,192.168.10.106,192.168.10.107,36925,5683,12,69,0,2066,,,,,,,1552500122
1552500203,192.168.10.107,192.168.10.106,5683,36925,12,0,2,2066,,,,,,,1552500122
1552500203,192.168.10.107,192.168.10.106,5683,36925,12,0,2,2066,,,,,,,1552500122
1552500205,192.168.10.106,192.168.10.107,43614,5683,12,69,0,23478,,,,,,,1552500124
1552500205,192.168.10.106,192.168.10.107,43614,5683,12,69,0,23478,,,,,,,1552500124
1552500206,192.168.10.107,192.168.10.106,5683,43614,12,0,2,23478,,,,,,,1552500124
1552500206,192.168.10.107,192.168.10.106,5683,43614,12,0,2,23478,,,,,,,1552500124
1552500208,192.168.10.106,192.168.10.107,34740,5683,12,69,0,34716,,,,,,,1552500126
1552500208,192.168.10.106,192.168.10.107,34740,5683,12,69,0,34716,,,,,,,1552500126
1552500208,192.168.10.107,192.168.10.106,5683,34740,12,0,2,34716,,,,,,,1552500126
1552500208,192.168.10.107,192.168.10.106,5683,34740,12,0,2,34716,,,,,,,1552500126
1552500210,192.168.10.106,192.168.10.107,41780,5683,12,69,0,38928,,,,,,,1552500128
